Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Re_engaged_people,Days_with_us,Days_until_reengagement,Total_NumFlights,Total_DistanceKM,Perc_Flights_With_Companions,Dollar_Cost_Points_Remaining,Recency_Days,Total_NumFlights_2019,Total_NumFlights_2020,Total_NumFlights_2021,Total_DistanceKM_2019,Total_DistanceKM_2020,Total_DistanceKM_2021,Perc_Flights_With_Companions_2019,Perc_Flights_With_Companions_2020,Perc_Flights_With_Companions_2021,Dollar_Cost_Points_Remaining_2019,Dollar_Cost_Points_Remaining_2020,Dollar_Cost_Points_Remaining_2021,Total_NumFlights_month_1,Total_NumFlights_month_2,Total_NumFlights_month_3,Total_NumFlights_month_4,Total_NumFlights_month_5,Total_NumFlights_month_6,Total_NumFlights_month_7,Total_NumFlights_month_8,Total_NumFlights_month_9,Total_NumFlights_month_10,Total_NumFlights_month_11,Total_NumFlights_month_12,Total_DistanceKM_month_1,Total_DistanceKM_month_2,Total_DistanceKM_month_3,Total_DistanceKM_month_4,Total_DistanceKM_month_5,Total_DistanceKM_month_6,Total_DistanceKM_month_7,Total_DistanceKM_month_8,Total_DistanceKM_month_9,Total_DistanceKM_month_10,Total_DistanceKM_month_11,Total_DistanceKM_month_12,Perc_Flights_With_Companions_month_1,Perc_Flights_With_Companions_month_2,Perc_Flights_With_Companions_month_3,Perc_Flights_With_Companions_month_4,Perc_Flights_With_Companions_month_5,Perc_Flights_With_Companions_month_6,Perc_Flights_With_Companions_month_7,Perc_Flights_With_Companions_month_8,Perc_Flights_With_Companions_month_9,Perc_Flights_With_Companions_month_10,Perc_Flights_With_Companions_month_11,Perc_Flights_With_Companions_month_12,Dollar_Cost_Points_Remaining_month_1,Dollar_Cost_Points_Remaining_month_2,Dollar_Cost_Points_Remaining_month_3,Dollar_Cost_Points_Remaining_month_4,Dollar_Cost_Points_Remaining_month_5,Dollar_Cost_Points_Remaining_month_6,Dollar_Cost_Points_Remaining_month_7,Dollar_Cost_Points_Remaining_month_8,Dollar_Cost_Points_Remaining_month_9,Dollar_Cost_Points_Remaining_month_10,Dollar_Cost_Points_Remaining_month_11,Dollar_Cost_Points_Remaining_month_12
144514,Belkis,Siurek,Belkis Siurek,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,24204.0,Married,Star,2019-06-11,,3864.78,Standard,False,933,,153.0,365671.0,33.98692810457516,235.3174,59.0,39.0,44.0,70.0,103306.0,114786.0,147579.0,35.8974358974359,34.090909090909086,32.857142857142854,103.3074,114.74,17.27,21.0,11.0,8.0,7.0,9.0,7.0,33.0,15.0,2.0,20.0,5.0,15.0,11451.0,9585.0,3428.0,23681.0,13426.0,21270.0,81580.0,81637.0,10309.0,67511.0,7329.0,34464.0,0.0,0.0,75.0,0.0,11.11111111111111,0.0,66.66666666666666,53.333333333333336,0.0,70.0,20.0,0.0,11.444299999999998,9.58,-37.43,23.68,13.42,21.27,81.56309999999999,81.6213,10.3034,20.030200000000004,-34.62,34.4551
611765,Marjorie,Pangelina,Marjorie Pangelina,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,79628.0,Single,Star,2021-01-28,,3867.97,Standard,False,336,,86.0,172074.0,25.581395348837212,137.5,29.0,0.0,0.0,86.0,0.0,0.0,172074.0,0.0,0.0,25.581395348837212,0.0,0.0,137.5,0.0,10.0,11.0,3.0,11.0,0.0,9.0,0.0,13.0,3.0,13.0,13.0,0.0,6034.0,27589.0,8679.0,11150.0,0.0,32466.0,0.0,20921.0,21664.0,17329.0,26242.0,0.0,0.0,0.0,100.0,54.54545454545454,0.0,100.0,0.0,0.0,100.0,7.6923076923076925,0.0,0.0,6.03,27.58,8.67,11.15,0.0,32.46,0.0,20.92,-12.87,17.32,26.24
988178,Andre,Cotugno,Andre Cotugno,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Rural,0.0,Single,Star,2016-10-13,,3871.07,Standard,False,1904,,315.0,557976.0,27.936507936507937,408.3695,29.0,111.0,123.0,81.0,192190.0,213545.0,152241.0,23.423423423423422,23.577235772357724,40.74074074074074,140.9895,156.6,110.78,17.0,28.0,40.0,31.0,37.0,29.0,9.0,36.0,21.0,13.0,11.0,43.0,23256.0,27776.0,78746.0,20393.0,53969.0,41437.0,32123.0,92340.0,38776.0,38206.0,37901.0,73053.0,0.0,21.428571428571427,45.0,0.0,18.91891891891892,65.51724137931035,100.0,33.33333333333333,28.57142857142857,15.384615384615385,0.0,20.930232558139537,23.256,27.7602,78.7416,20.386,53.955299999999994,-66.66290000000001,32.1163,92.3282,38.766999999999996,38.1967,37.8932,31.631900000000005
286114,Vikki,Rengers,Vikki Rengers,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Single,Star,2019-11-29,,3872.22,Standard,False,762,,148.0,417479.0,39.189189189189186,158.31160000000003,59.0,50.0,56.0,42.0,143294.0,159214.0,114971.0,36.0,33.92857142857143,50.0,56.9916,63.29,38.03,16.0,7.0,2.0,2.0,4.0,12.0,15.0,42.0,11.0,0.0,16.0,21.0,52720.0,57400.0,56603.0,17809.0,52545.0,18407.0,2364.0,42505.0,12361.0,0.0,63603.0,41162.0,43.75,100.0,100.0,100.0,0.0,66.66666666666666,73.33333333333333,23.809523809523807,0.0,0.0,31.25,28.57142857142857,22.808900000000005,57.394400000000005,-52.6101,-55.1733,52.5395,18.4,2.3596,-4.520599999999995,12.36,0.0,63.5956,41.1576
205785,Johnathan,Cannizzaro,Johnathan Cannizzaro,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Master,Rural,28142.0,Married,Star,2019-08-25,,3873.65,Standard,False,858,,197.0,392066.0,34.51776649746193,197.80879999999996,29.0,80.0,89.0,28.0,146918.0,163242.0,81906.0,35.0,34.831460674157306,32.142857142857146,54.928799999999995,60.99,81.89,4.0,29.0,0.0,26.0,0.0,23.0,42.0,17.0,17.0,16.0,12.0,11.0,10520.0,54811.0,0.0,42636.0,0.0,46579.0,52485.0,39809.0,9903.0,32066.0,57393.0,45864.0,0.0,0.0,0.0,30.76923076923077,0.0,0.0,40.476190476190474,100.0,0.0,68.75,50.0,81.81818181818183,10.5133,54.8034,0.0,42.6285,0.0,46.5735,52.476800000000004,-85.4412,9.900799999999998,-36.894800000000004,57.3867,45.8618
735304,Lang,Privatsky,Lang Privatsky,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Master,Urban,28142.0,Married,Star,2019-12-06,,3873.65,Standard,False,755,,131.0,390214.0,24.427480916030532,259.2238,29.0,29.0,31.0,71.0,74782.0,83092.0,232340.0,34.48275862068966,32.25806451612903,16.901408450704224,29.50380000000001,32.74,196.98,13.0,4.0,10.0,18.0,4.0,4.0,17.0,11.0,0.0,16.0,7.0,27.0,45117.0,6746.0,45936.0,66990.0,31957.0,19404.0,17758.0,57902.0,0.0,58922.0,14749.0,24733.0,0.0,0.0,60.0,44.44444444444444,0.0,100.0,0.0,0.0,0.0,68.75,14.285714285714285,7.4074074074074066,45.1095,6.74,45.9233,-28.610699999999998,31.95,19.4,17.75,57.887299999999996,0.0,58.9093,14.74,-10.574899999999998
438936,Bernie,Schlagel,Bernie Schlagel,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Rural,84981.0,Married,Star,2016-10-30,,3878.77,Standard,False,1887,,268.0,439672.0,19.776119402985074,399.30879999999996,29.0,90.0,101.0,77.0,143490.0,159432.0,136750.0,17.77777777777778,17.82178217821782,24.675324675324674,143.4888,159.41,96.41,1.0,16.0,19.0,11.0,30.0,43.0,27.0,45.0,14.0,0.0,26.0,36.0,14671.0,26763.0,53128.0,19048.0,41857.0,79545.0,67480.0,44365.0,50120.0,0.0,16260.0,26435.0,100.0,18.75,0.0,54.54545454545454,0.0,46.51162790697674,0.0,0.0,57.14285714285714,0.0,34.61538461538461,16.666666666666664,14.67,-13.546500000000002,53.1258,19.04,41.857,79.5349,67.4744,44.3578,50.12,0.0,16.2487,26.4267
243713,Doloris,Buben,Doloris Buben,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,College,Rural,0.0,Married,Star,2021-02-09,,3883.4,2021 Promotion,False,324,,206.0,388907.0,25.24271844660194,388.8394,29.0,63.0,70.0,73.0,130380.0,144866.0,113661.0,34.92063492063492,35.714285714285715,6.8493150684931505,130.3794,144.83,113.63,9.0,2.0,40.0,0.0,28.0,23.0,39.0,6.0,0.0,4.0,19.0,36.0,51250.0,5588.0,48841.0,0.0,17567.0,72584.0,16726.0,37832.0,0.0,27900.0,49442.0,61177.0,0.0,100.0,0.0,0.0,39.285714285714285,39.130434782608695,53.84615384615385,0.0,0.0,0.0,21.052631578947366,13.88888888888889,51.2342,5.586900000000001,48.83780000000001,0.0,17.5563,72.57770000000001,16.7115,37.83,0.0,27.9,49.4398,61.165200000000006
354730,Herbert,Cantabrana,Herbert Cantabrana,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,College,Urban,0.0,Married,Star,2017-10-23,2021-01-02,3885.46,Standard,False,1167,,134.0,296056.0,38.80597014925373,296.02119999999996,363.0,63.0,70.0,1.0,136502.0,151668.0,7886.0,39.682539682539684,38.57142857142858,0.0,136.50119999999998,151.64,7.88,26.0,9.0,0.0,9.0,0.0,30.0,8.0,17.0,25.0,4.0,6.0,0.0,47767.0,30360.0,0.0,27613.0,0.0,16120.0,47103.0,34546.0,55520.0,17275.0,19752.0,0.0,0.0,88.88888888888889,0.0,100.0,0.0,50.0,100.0,47.05882352941176,0.0,100.0,0.0,0.0,47.761,30.351099999999995,0.0,27.609700000000004,0.0,16.1156,47.10190000000001,34.543800000000005,55.518899999999995,17.2728,19.746399999999998,0.0
413741,Mitchell,Hinchliff,Mitchell Hinchliff,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Urban,0.0,Married,Star,2018-07-30,,3885.46,Standard,False,1249,,190.0,289751.0,37.89473684210527,29.83609999999997,182.0,68.0,75.0,47.0,90801.0,100889.0,98061.0,42.64705882352941,42.66666666666667,23.404255319148938,-10.773899999999994,-12.0,52.61,25.0,0.0,26.0,10.0,16.0,0.0,60.0,15.0,9.0,8.0,21.0,0.0,9230.0,0.0,65092.0,55547.0,15725.0,0.0,29396.0,33923.0,20716.0,33822.0,26300.0,0.0,44.0,0.0,19.230769230769234,40.0,6.25,0.0,46.666666666666664,0.0,100.0,100.0,28.57142857142857,0.0,9.2202,0.0,65.0844,-27.551300000000012,15.72,0.0,-16.0402,33.9186,-48.3143,-28.4991,26.2978,0.0
552965,Lia,Broome,Lia Broome,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Rural,0.0,Married,Star,2021-11-18,,3885.46,Standard,False,42,,11.0,21013.0,54.54545454545454,21.01,29.0,0.0,0.0,11.0,0.0,0.0,21013.0,0.0,0.0,54.54545454545454,0.0,0.0,21.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01
642313,Michel,Theuret,Michel Theuret,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,College,Suburban,0.0,Married,Star,2019-03-22,,3885.46,Standard,False,1014,,170.0,410838.0,37.05882352941177,179.7036,120.0,57.0,63.0,50.0,145714.0,161904.0,103220.0,38.59649122807017,38.095238095238095,34.0,36.27360000000001,40.25,103.18,21.0,8.0,19.0,31.0,7.0,15.0,0.0,29.0,10.0,2.0,13.0,15.0,27717.0,25744.0,74604.0,31814.0,13642.0,34996.0,0.0,64706.0,28619.0,41570.0,29988.0,37438.0,57.14285714285714,100.0,36.84210526315789,38.70967741935484,100.0,0.0,0.0,0.0,40.0,0.0,84.61538461538461,13.333333333333334,27.7033,25.729499999999998,74.59309999999999,-28.636399999999995,13.64,34.99,0.0,64.7004,-58.87070000000001,41.561099999999996,-53.140299999999996,37.4336
263080,Tracy,Hergenreter,Tracy Hergenreter,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,College,Urban,0.0,Single,Star,2017-05-21,,3886.5,Standard,False,1684,,141.0,241803.0,26.24113475177305,215.4736,29.0,43.0,47.0,51.0,73173.0,81304.0,87326.0,25.581395348837212,27.659574468085108,25.49019607843137,73.1736,81.27,61.03,11.0,0.0,6.0,30.0,28.0,4.0,0.0,30.0,2.0,11.0,7.0,12.0,15071.0,0.0,6003.0,67757.0,69531.0,845.0,0.0,21286.0,42400.0,1866.0,15689.0,1355.0,0.0,0.0,33.33333333333333,23.333333333333332,32.142857142857146,50.0,0.0,36.666666666666664,100.0,0.0,14.285714285714285,25.0,15.059099999999999,0.0,6.0,41.4884,69.51610000000001,0.84,0.0,21.281799999999997,42.394400000000005,1.8638,15.68,1.35
109767,Ami,Grosbier,Ami Grosbier,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Suburban,78108.0,Single,Star,2019-05-21,,3886.65,Standard,False,954,,213.0,481307.0,29.577464788732392,251.78600000000003,29.0,61.0,70.0,82.0,183294.0,203660.0,94353.0,36.0655737704918,37.142857142857146,18.29268292682927,98.13600000000002,108.99,44.66,21.0,17.0,22.0,7.0,24.0,6.0,39.0,15.0,14.0,6.0,21.0,21.0,3262.0,23235.0,78558.0,5004.0,64400.0,39642.0,83497.0,60553.0,30895.0,25962.0,39974.0,26325.0,0.0,64.70588235294117,40.909090909090914,57.14285714285714,20.833333333333336,100.0,7.6923076923076925,0.0,64.28571428571429,33.33333333333333,66.66666666666666,0.0,3.2500999999999998,23.226099999999995,78.55239999999999,-44.66,64.3915,-36.38139999999999,83.4885,60.553000000000004,-72.8706,25.957600000000003,39.9639,26.314899999999998
217754,Mitzi,Roaoo,Mitzi Roaoo,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Urban,96335.0,Single,Star,2018-06-20,,3887.32,Standard,False,1289,,170.0,362230.0,14.117647058823529,362.1578,29.0,62.0,68.0,40.0,118567.0,131742.0,111921.0,16.129032258064516,16.176470588235293,7.5,118.5678,131.7,111.89,9.0,21.0,8.0,15.0,0.0,42.0,40.0,15.0,0.0,8.0,11.0,1.0,37838.0,29885.0,6749.0,39607.0,0.0,73843.0,27930.0,78258.0,0.0,19457.0,31105.0,17558.0,33.33333333333333,0.0,0.0,53.333333333333336,0.0,4.761904761904762,22.5,0.0,0.0,0.0,18.181818181818183,0.0,37.8253,29.876099999999997,6.7468,39.601400000000005,0.0,73.8311,27.93,78.257,0.0,19.45,31.090100000000003,17.55
157005,Tanika,Quire,Tanika Quire,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,91182.0,Married,Star,2019-10-31,,3890.87,Standard,False,791,,254.0,525736.0,31.88976377952756,453.0771,59.0,89.0,99.0,66.0,180558.0,200619.0,144559.0,32.58426966292135,33.33333333333333,28.78787878787879,180.5571,200.57,71.95,15.0,29.0,27.0,20.0,16.0,22.0,27.0,30.0,36.0,14.0,18.0,0.0,20374.0,12866.0,18669.0,57978.0,87284.0,64553.0,71163.0,77910.0,32817.0,43227.0,38895.0,0.0,53.333333333333336,0.0,0.0,35.0,75.0,0.0,55.55555555555556,56.666666666666664,22.22222222222222,35.714285714285715,50.0,0.0,20.370700000000003,12.855799999999999,18.663400000000003,57.9726,87.2736,64.5382,71.1586,46.294,-8.154700000000002,43.218199999999996,38.8867,0.0
557752,Sherilyn,Fujikawa,Sherilyn Fujikawa,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Suburban,91182.0,Married,Star,2020-10-09,,3890.87,Standard,False,447,,94.0,223762.0,32.97872340425532,111.68439999999998,29.0,15.0,17.0,62.0,25214.0,28016.0,170532.0,26.666666666666668,29.411764705882355,35.483870967741936,25.2144,28.01,58.46,10.0,1.0,5.0,1.0,6.0,1.0,2.0,0.0,13.0,6.0,0.0,49.0,7808.0,15425.0,25192.0,26156.0,28259.0,16024.0,23663.0,0.0,6359.0,9236.0,0.0,65640.0,20.0,100.0,40.0,100.0,100.0,0.0,0.0,0.0,0.0,83.33333333333334,0.0,28.57142857142857,7.8,15.42,25.19,26.15,-27.05,16.02,23.66,0.0,6.35,9.23,0.0,8.914400000000006
